location,region,scenario,year,anomaly_c,temp_c
Delhi,South Asia,ssp370,2028,0.134,28.537
Tokyo,East Asia,ssp370,2028,1.852,19.413
Sydney,Oceania,ssp370,2028,0.809,18.033
Longyearbyen,Arctic,ssp370,2028,0.073,-10.332
Manaus,South America,ssp370,2028,0.946,28.371
San Diego,North America,ssp370,2029,-0.428,17.501
New York,North America,ssp370,2029,2.057,14.094
London,Europe,ssp370,2029,0.383,12.87
Lagos,Africa,ssp370,2029,0.773,28.242
Delhi,South Asia,ssp370,2029,0.837,29.24
Tokyo,East Asia,ssp370,2029,1.574,19.134
Sydney,Oceania,ssp370,2029,0.838,18.062
Longyearbyen,Arctic,ssp370,2029,1.94,-8.465
Manaus,South America,ssp370,2029,0.882,28.308
San Diego,North America,ssp370,2030,0.67,18.598
New York,North America,ssp370,2030,1.699,13.737
London,Europe,ssp370,2030,0.641,13.128
Lagos,Africa,ssp370,2030,0.748,28.217
Delhi,South Asia,ssp370,2030,1.157,29.56
Tokyo,East Asia,ssp370,2030,1.105,18.665
Sydney,Oceania,ssp370,2030,0.642,17.866
Longyearbyen,Arctic,ssp370,2030,1.966,-8.439
Manaus,South America,ssp370,2030,0.969,28.395
San Diego,North America,ssp370,2031,0.66,18.589
New York,North America,ssp370,2031,3.658,15.696
London,Europe,ssp370,2031,0.641,13.128
Lagos,Africa,ssp370,2031,1.02,28.49
Delhi,South Asia,ssp370,2031,0.734,29.136
Tokyo,East Asia,ssp370,2031,1.679,19.239
Sydney,Oceania,ssp370,2031,1.847,19.07
Longyearbyen,Arctic,ssp370,2031,2.791,-7.614
Manaus,South America,ssp370,2031,1.403,28.829
San Diego,North America,ssp370,2032,0.494,18.422
New York,North America,ssp370,2032,3.455,15.493
London,Europe,ssp370,2032,0.2,12.686
Lagos,Africa,ssp370,2032,0.819,28.288
Delhi,South Asia,ssp370,2032,0.928,29.33
Tokyo,East Asia,ssp370,2032,0.526,18.086
Sydney,Oceania,ssp370,2032,0.66,17.884
Longyearbyen,Arctic,ssp370,2032,2.789,-7.616
Manaus,South America,ssp370,2032,1.025,28.451
San Diego,North America,ssp370,2033,-0.084,17.844
New York,North America,ssp370,2033,2.213,14.251
London,Europe,ssp370,2033,1.409,13.895
Lagos,Africa,ssp370,2033,0.945,28.414
Delhi,South Asia,ssp370,2033,0.846,29.248
Tokyo,East Asia,ssp370,2033,1.611,19.171
Sydney,Oceania,ssp370,2033,1.015,18.239
Longyearbyen,Arctic,ssp370,2033,1.926,-8.479
Manaus,South America,ssp370,2033,1.085,28.511
San Diego,North America,ssp370,2034,0.505,18.433
New York,North America,ssp370,2034,2.501,14.539
London,Europe,ssp370,2034,0.034,12.52
Lagos,Africa,ssp370,2034,0.601,28.07
Delhi,South Asia,ssp370,2034,-0.12,28.282
Tokyo,East Asia,ssp370,2034,1.735,19.295
Sydney,Oceania,ssp370,2034,0.919,18.143
Longyearbyen,Arctic,ssp370,2034,2.382,-8.023
Manaus,South America,ssp370,2034,0.334,27.76
San Diego,North America,ssp370,2035,0.746,18.674
New York,North America,ssp370,2035,2.552,14.589
London,Europe,ssp370,2035,0.554,13.04
Lagos,Africa,ssp370,2035,0.774,28.244
Delhi,South Asia,ssp370,2035,0.09,28.493
Tokyo,East Asia,ssp370,2035,1.364,18.925
Sydney,Oceania,ssp370,2035,0.528,17.751
Longyearbyen,Arctic,ssp370,2035,-0.856,-11.261
Manaus,South America,ssp370,2035,0.96,28.386
San Diego,North America,ssp370,2036,0.773,18.702
New York,North America,ssp370,2036,1.82,13.857
London,Europe,ssp370,2036,0.07,12.557
Lagos,Africa,ssp370,2036,1.318,28.787
Delhi,South Asia,ssp370,2036,0.449,28.851
Tokyo,East Asia,ssp370,2036,1.601,19.161
Sydney,Oceania,ssp370,2036,1.219,18.442
Longyearbyen,Arctic,ssp370,2036,1.656,-8.749
Manaus,South America,ssp370,2036,1.158,28.584
San Diego,North America,ssp370,2037,1.819,19.747
New York,North America,ssp370,2037,2.17,14.208
London,Europe,ssp370,2037,1.295,13.782
Lagos,Africa,ssp370,2037,1.374,28.844
Delhi,South Asia,ssp370,2037,-0.168,28.234
Tokyo,East Asia,ssp370,2037,1.685,19.245
Sydney,Oceania,ssp370,2037,1.774,18.998
Longyearbyen,Arctic,ssp370,2037,3.473,-6.932
Manaus,South America,ssp370,2037,1.818,29.244
San Diego,North America,ssp370,2038,1.495,19.423
New York,North America,ssp370,2038,1.835,13.872
London,Europe,ssp370,2038,1.584,14.07
Lagos,Africa,ssp370,2038,1.491,28.96
Delhi,South Asia,ssp370,2038,1.293,29.695
Tokyo,East Asia,ssp370,2038,1.49,19.05
Sydney,Oceania,ssp370,2038,1.157,18.381
Longyearbyen,Arctic,ssp370,2038,0.16,-10.246
Manaus,South America,ssp370,2038,1.834,29.259
San Diego,North America,ssp370,2039,1.15,19.079
New York,North America,ssp370,2039,1.241,13.278
London,Europe,ssp370,2039,0.484,12.971
Lagos,Africa,ssp370,2039,0.976,28.446
Delhi,South Asia,ssp370,2039,1.174,29.577
Tokyo,East Asia,ssp370,2039,0.761,18.321
Sydney,Oceania,ssp370,2039,1.364,18.587
Longyearbyen,Arctic,ssp370,2039,1.752,-8.653
Manaus,South America,ssp370,2039,0.868,28.294
San Diego,North America,ssp370,2040,0.792,18.72
New York,North America,ssp370,2040,2.788,14.825
London,Europe,ssp370,2040,1.174,13.661
Lagos,Africa,ssp370,2040,1.227,28.696
Delhi,South Asia,ssp370,2040,2.324,30.727
Tokyo,East Asia,ssp370,2040,1.922,19.482
Sydney,Oceania,ssp370,2040,1.619,18.843
Longyearbyen,Arctic,ssp370,2040,1.643,-8.762
Manaus,South America,ssp370,2040,1.561,28.987
San Diego,North America,ssp370,2041,0.877,18.805
New York,North America,ssp370,2041,2.521,14.558
London,Europe,ssp370,2041,0.75,13.236
Lagos,Africa,ssp370,2041,1.513,28.982
Delhi,South Asia,ssp370,2041,1.23,29.633
Tokyo,East Asia,ssp370,2041,1.197,18.757
Sydney,Oceania,ssp370,2041,2.145,19.369
Longyearbyen,Arctic,ssp370,2041,1.87,-8.535
Manaus,South America,ssp370,2041,1.889,29.315
San Diego,North America,ssp370,2042,0.188,18.116
New York,North America,ssp370,2042,2.888,14.926
London,Europe,ssp370,2042,0.892,13.379
Lagos,Africa,ssp370,2042,1.06,28.529
Delhi,South Asia,ssp370,2042,0.339,28.741
Tokyo,East Asia,ssp370,2042,2.088,19.648
Sydney,Oceania,ssp370,2042,1.386,18.61
Longyearbyen,Arctic,ssp370,2042,1.631,-8.774
Manaus,South America,ssp370,2042,0.878,28.304
San Diego,North America,ssp370,2043,0.652,18.58
New York,North America,ssp370,2043,1.992,14.03
London,Europe,ssp370,2043,0.593,13.079
Lagos,Africa,ssp370,2043,1.326,28.796
Delhi,South Asia,ssp370,2043,1.727,30.13
Tokyo,East Asia,ssp370,2043,1.399,18.959
Sydney,Oceania,ssp370,2043,1.651,18.875
Longyearbyen,Arctic,ssp370,2043,3.507,-6.898
Manaus,South America,ssp370,2043,1.453,28.879
San Diego,North America,ssp370,2044,1.472,19.4
New York,North America,ssp370,2044,2.31,14.348
London,Europe,ssp370,2044,0.861,13.348
Lagos,Africa,ssp370,2044,1.484,28.953
Delhi,South Asia,ssp370,2044,1.126,29.529
Tokyo,East Asia,ssp370,2044,1.561,19.121
Sydney,Oceania,ssp370,2044,1.504,18.728
Longyearbyen,Arctic,ssp370,2044,4.167,-6.238
Manaus,South America,ssp370,2044,1.573,28.999
San Diego,North America,ssp370,2045,1.049,18.977
New York,North America,ssp370,2045,-0.245,11.792
London,Europe,ssp370,2045,0.046,12.532
Lagos,Africa,ssp370,2045,1.709,29.178
Delhi,South Asia,ssp370,2045,1.579,29.982
Tokyo,East Asia,ssp370,2045,2.161,19.721
Sydney,Oceania,ssp370,2045,2.216,19.44
Longyearbyen,Arctic,ssp370,2045,1.947,-8.458
Manaus,South America,ssp370,2045,2.126,29.552
San Diego,North America,ssp370,2046,0.148,18.076
New York,North America,ssp370,2046,2.86,14.897
London,Europe,ssp370,2046,0.269,12.756
Lagos,Africa,ssp370,2046,2.078,29.548
Delhi,South Asia,ssp370,2046,2.556,30.958
Tokyo,East Asia,ssp370,2046,2.742,20.303
Sydney,Oceania,ssp370,2046,2.088,19.312
Longyearbyen,Arctic,ssp370,2046,3.109,-7.296
Manaus,South America,ssp370,2046,2.361,29.787
San Diego,North America,ssp370,2047,1.387,19.316
New York,North America,ssp370,2047,3.157,15.194
London,Europe,ssp370,2047,0.252,12.738
Lagos,Africa,ssp370,2047,1.336,28.806
Delhi,South Asia,ssp370,2047,0.484,28.887
Tokyo,East Asia,ssp370,2047,1.552,19.112
Sydney,Oceania,ssp370,2047,1.985,19.209
Longyearbyen,Arctic,ssp370,2047,2.431,-7.974
Manaus,South America,ssp370,2047,0.823,28.249
San Diego,North America,ssp370,2048,-0.545,17.383
New York,North America,ssp370,2048,3.135,15.173
London,Europe,ssp370,2048,0.729,13.216
Lagos,Africa,ssp370,2048,1.272,28.741
Delhi,South Asia,ssp370,2048,0.432,28.835
Tokyo,East Asia,ssp370,2048,1.777,19.337
Sydney,Oceania,ssp370,2048,1.443,18.666
Longyearbyen,Arctic,ssp370,2048,1.96,-8.445
Manaus,South America,ssp370,2048,1.064,28.49
San Diego,North America,ssp370,2049,1.302,19.23
New York,North America,ssp370,2049,2.039,14.077
London,Europe,ssp370,2049,1.054,13.54
Lagos,Africa,ssp370,2049,1.673,29.142
Delhi,South Asia,ssp370,2049,1.365,29.768
Tokyo,East Asia,ssp370,2049,1.643,19.204
Sydney,Oceania,ssp370,2049,1.637,18.861
Longyearbyen,Arctic,ssp370,2049,0.932,-9.473
Manaus,South America,ssp370,2049,1.797,29.223
San Diego,North America,ssp370,2050,1.94,19.868
New York,North America,ssp370,2050,3.215,15.253
London,Europe,ssp370,2050,1.536,14.023
Lagos,Africa,ssp370,2050,1.922,29.392
Delhi,South Asia,ssp370,2050,1.546,29.949
Tokyo,East Asia,ssp370,2050,1.891,19.451
Sydney,Oceania,ssp370,2050,2.167,19.391
Longyearbyen,Arctic,ssp370,2050,2.774,-7.631
Manaus,South America,ssp370,2050,2.597,30.023
San Diego,North America,ssp370,2051,0.975,18.903
New York,North America,ssp370,2051,2.218,14.256
London,Europe,ssp370,2051,0.93,13.416
Lagos,Africa,ssp370,2051,1.84,29.309
Delhi,South Asia,ssp370,2051,1.957,30.359
Tokyo,East Asia,ssp370,2051,1.907,19.467
Sydney,Oceania,ssp370,2051,1.56,18.784
Longyearbyen,Arctic,ssp370,2051,2.262,-8.144
Manaus,South America,ssp370,2051,2.271,29.697
San Diego,North America,ssp370,2052,0.13,18.058
New York,North America,ssp370,2052,2.433,14.471
London,Europe,ssp370,2052,1.205,13.691
Lagos,Africa,ssp370,2052,1.657,29.126
Delhi,South Asia,ssp370,2052,1.676,30.079
Tokyo,East Asia,ssp370,2052,2.421,19.981
Sydney,Oceania,ssp370,2052,1.632,18.856
Longyearbyen,Arctic,ssp370,2052,3.609,-6.796
Manaus,South America,ssp370,2052,2.17,29.596
San Diego,North America,ssp370,2053,0.418,18.346
New York,North America,ssp370,2053,3.436,15.473
London,Europe,ssp370,2053,0.954,13.441
Lagos,Africa,ssp370,2053,2.017,29.486
Delhi,South Asia,ssp370,2053,2.222,30.624
Tokyo,East Asia,ssp370,2053,2.53,20.09
Sydney,Oceania,ssp370,2053,1.684,18.908
Longyearbyen,Arctic,ssp370,2053,2.31,-8.096
Manaus,South America,ssp370,2053,2.515,29.941
San Diego,North America,ssp370,2054,1.2,19.128
New York,North America,ssp370,2054,3.152,15.189
London,Europe,ssp370,2054,1.024,13.511
Lagos,Africa,ssp370,2054,1.739,29.208
Delhi,South Asia,ssp370,2054,1.578,29.981
Tokyo,East Asia,ssp370,2054,1.432,18.992
Sydney,Oceania,ssp370,2054,1.489,18.713
Longyearbyen,Arctic,ssp370,2054,5.902,-4.503
Manaus,South America,ssp370,2054,1.642,29.068
San Diego,North America,ssp370,2055,1.353,19.281
New York,North America,ssp370,2055,2.548,14.585
London,Europe,ssp370,2055,0.728,13.215
Lagos,Africa,ssp370,2055,2.22,29.689
Delhi,South Asia,ssp370,2055,0.188,28.59
Tokyo,East Asia,ssp370,2055,2.018,19.578
Sydney,Oceania,ssp370,2055,2.503,19.727
Longyearbyen,Arctic,ssp370,2055,3.839,-6.567
Manaus,South America,ssp370,2055,2.65,30.076
San Diego,North America,ssp370,2056,1.759,19.687
New York,North America,ssp370,2056,0.916,12.954
London,Europe,ssp370,2056,0.536,13.022
Lagos,Africa,ssp370,2056,2.423,29.892
Delhi,South Asia,ssp370,2056,1.388,29.79
Tokyo,East Asia,ssp370,2056,2.449,20.009
Sydney,Oceania,ssp370,2056,2.586,19.81
Longyearbyen,Arctic,ssp370,2056,4.514,-5.892
Manaus,South America,ssp370,2056,2.988,30.414
San Diego,North America,ssp370,2057,1.731,19.659
New York,North America,ssp370,2057,3.614,15.652
London,Europe,ssp370,2057,0.501,12.988
Lagos,Africa,ssp370,2057,2.409,29.878
Delhi,South Asia,ssp370,2057,1.09,29.492
Tokyo,East Asia,ssp370,2057,2.284,19.844
Sydney,Oceania,ssp370,2057,2.451,19.674
Longyearbyen,Arctic,ssp370,2057,3.3,-7.105
Manaus,South America,ssp370,2057,2.187,29.613
San Diego,North America,ssp370,2058,1.539,19.468
New York,North America,ssp370,2058,4.167,16.204
London,Europe,ssp370,2058,1.577,14.063
Lagos,Africa,ssp370,2058,1.593,29.063
Delhi,South Asia,ssp370,2058,1.254,29.657
Tokyo,East Asia,ssp370,2058,1.542,19.103
Sydney,Oceania,ssp370,2058,1.609,18.832
Longyearbyen,Arctic,ssp370,2058,3.977,-6.428
Manaus,South America,ssp370,2058,1.643,29.069
San Diego,North America,ssp370,2059,1.045,18.973
New York,North America,ssp370,2059,3.787,15.824
London,Europe,ssp370,2059,0.253,12.74
Lagos,Africa,ssp370,2059,2.085,29.554
Delhi,South Asia,ssp370,2059,1.548,29.951
Tokyo,East Asia,ssp370,2059,1.958,19.518
Sydney,Oceania,ssp370,2059,1.948,19.172
Longyearbyen,Arctic,ssp370,2059,3.07,-7.335
Manaus,South America,ssp370,2059,2.039,29.465
San Diego,North America,ssp370,2060,1.567,19.495
New York,North America,ssp370,2060,3.477,15.514
London,Europe,ssp370,2060,0.918,13.404
Lagos,Africa,ssp370,2060,2.231,29.701
Delhi,South Asia,ssp370,2060,1.598,30.0
Tokyo,East Asia,ssp370,2060,1.798,19.358
Sydney,Oceania,ssp370,2060,1.946,19.17
Longyearbyen,Arctic,ssp370,2060,1.718,-8.688
Manaus,South America,ssp370,2060,2.566,29.992
San Diego,North America,ssp370,2061,2.071,19.999
New York,North America,ssp370,2061,2.29,14.327
London,Europe,ssp370,2061,0.77,13.257
Lagos,Africa,ssp370,2061,1.932,29.401
Delhi,South Asia,ssp370,2061,2.273,30.676
Tokyo,East Asia,ssp370,2061,1.962,19.522
Sydney,Oceania,ssp370,2061,2.034,19.258
Longyearbyen,Arctic,ssp370,2061,2.067,-8.338
Manaus,South America,ssp370,2061,1.648,29.074
San Diego,North America,ssp370,2062,2.472,20.4
New York,North America,ssp370,2062,2.662,14.699
London,Europe,ssp370,2062,0.359,12.846
Lagos,Africa,ssp370,2062,2.486,29.956
Delhi,South Asia,ssp370,2062,2.281,30.684
Tokyo,East Asia,ssp370,2062,1.594,19.155
Sydney,Oceania,ssp370,2062,2.338,19.562
Longyearbyen,Arctic,ssp370,2062,3.64,-6.765
Manaus,South America,ssp370,2062,2.759,30.185
San Diego,North America,ssp370,2063,1.649,19.577
New York,North America,ssp370,2063,3.119,15.156
London,Europe,ssp370,2063,1.196,13.683
Lagos,Africa,ssp370,2063,2.756,30.225
Delhi,South Asia,ssp370,2063,1.151,29.554
Tokyo,East Asia,ssp370,2063,1.764,19.324
Sydney,Oceania,ssp370,2063,2.693,19.916
Longyearbyen,Arctic,ssp370,2063,1.723,-8.682
Manaus,South America,ssp370,2063,3.038,30.464
San Diego,North America,ssp370,2064,1.577,19.505
New York,North America,ssp370,2064,3.501,15.538
London,Europe,ssp370,2064,0.383,12.869
Lagos,Africa,ssp370,2064,2.39,29.86
Delhi,South Asia,ssp370,2064,1.703,30.105
Tokyo,East Asia,ssp370,2064,1.347,18.907
Sydney,Oceania,ssp370,2064,2.381,19.605
Longyearbyen,Arctic,ssp370,2064,2.896,-7.509
Manaus,South America,ssp370,2064,2.16,29.586
San Diego,North America,ssp370,2065,1.371,19.3
New York,North America,ssp370,2065,1.996,14.033
London,Europe,ssp370,2065,1.311,13.797
Lagos,Africa,ssp370,2065,2.13,29.599
Delhi,South Asia,ssp370,2065,2.142,30.545
Tokyo,East Asia,ssp370,2065,1.605,19.165
Sydney,Oceania,ssp370,2065,2.221,19.444
Longyearbyen,Arctic,ssp370,2065,1.776,-8.629
Manaus,South America,ssp370,2065,2.909,30.335
San Diego,North America,ssp370,2066,1.378,19.306
New York,North America,ssp370,2066,3.459,15.496
London,Europe,ssp370,2066,0.919,13.406
Lagos,Africa,ssp370,2066,2.283,29.753
Delhi,South Asia,ssp370,2066,2.757,31.16
Tokyo,East Asia,ssp370,2066,2.29,19.85
Sydney,Oceania,ssp370,2066,2.706,19.929
Longyearbyen,Arctic,ssp370,2066,3.333,-7.072
Manaus,South America,ssp370,2066,3.029,30.455
San Diego,North America,ssp370,2067,1.526,19.454
New York,North America,ssp370,2067,2.932,14.97
London,Europe,ssp370,2067,1.459,13.946
Lagos,Africa,ssp370,2067,2.513,29.983
Delhi,South Asia,ssp370,2067,3.581,31.983
Tokyo,East Asia,ssp370,2067,2.583,20.143
Sydney,Oceania,ssp370,2067,3.069,20.292
Longyearbyen,Arctic,ssp370,2067,3.938,-6.467
Manaus,South America,ssp370,2067,3.085,30.511
San Diego,North America,ssp370,2068,1.595,19.523
New York,North America,ssp370,2068,4.025,16.062
London,Europe,ssp370,2068,1.491,13.977
Lagos,Africa,ssp370,2068,2.685,30.154
Delhi,South Asia,ssp370,2068,3.419,31.821
Tokyo,East Asia,ssp370,2068,2.622,20.182
Sydney,Oceania,ssp370,2068,3.61,20.834
Longyearbyen,Arctic,ssp370,2068,2.16,-8.245
Manaus,South America,ssp370,2068,3.184,30.61
San Diego,North America,ssp370,2069,1.977,19.906
New York,North America,ssp370,2069,4.491,16.528
London,Europe,ssp370,2069,1.17,13.656
Lagos,Africa,ssp370,2069,2.074,29.544
Delhi,South Asia,ssp370,2069,2.196,30.599
Tokyo,East Asia,ssp370,2069,2.512,20.072
Sydney,Oceania,ssp370,2069,2.641,19.865
Longyearbyen,Arctic,ssp370,2069,1.926,-8.479
Manaus,South America,ssp370,2069,2.176,29.602
San Diego,North America,ssp370,2070,1.343,19.271
New York,North America,ssp370,2070,3.809,15.846
London,Europe,ssp370,2070,1.361,13.847
Lagos,Africa,ssp370,2070,2.836,30.305
Delhi,South Asia,ssp370,2070,2.671,31.073
Tokyo,East Asia,ssp370,2070,2.723,20.283
Sydney,Oceania,ssp370,2070,2.885,20.109
Longyearbyen,Arctic,ssp370,2070,2.545,-7.86
Manaus,South America,ssp370,2070,3.221,30.647
San Diego,North America,ssp370,2071,1.595,19.524
New York,North America,ssp370,2071,2.949,14.986
London,Europe,ssp370,2071,1.619,14.106
Lagos,Africa,ssp370,2071,2.146,29.615
Delhi,South Asia,ssp370,2071,3.093,31.496
Tokyo,East Asia,ssp370,2071,1.943,19.503
Sydney,Oceania,ssp370,2071,3.092,20.316
Longyearbyen,Arctic,ssp370,2071,4.866,-5.539
Manaus,South America,ssp370,2071,2.411,29.837
San Diego,North America,ssp370,2072,1.489,19.417
New York,North America,ssp370,2072,4.142,16.179
London,Europe,ssp370,2072,0.804,13.29
Lagos,Africa,ssp370,2072,2.788,30.257
Delhi,South Asia,ssp370,2072,2.879,31.281
Tokyo,East Asia,ssp370,2072,1.422,18.982
Sydney,Oceania,ssp370,2072,2.92,20.143
Longyearbyen,Arctic,ssp370,2072,4.196,-6.209
Manaus,South America,ssp370,2072,2.998,30.424
San Diego,North America,ssp370,2073,1.693,19.622
New York,North America,ssp370,2073,3.793,15.831
London,Europe,ssp370,2073,1.167,13.654
Lagos,Africa,ssp370,2073,2.355,29.824
Delhi,South Asia,ssp370,2073,3.099,31.502
Tokyo,East Asia,ssp370,2073,2.81,20.37
Sydney,Oceania,ssp370,2073,2.632,19.856
Longyearbyen,Arctic,ssp370,2073,3.412,-6.993
Manaus,South America,ssp370,2073,2.621,30.047
San Diego,North America,ssp370,2074,1.143,19.072
New York,North America,ssp370,2074,3.358,15.395
London,Europe,ssp370,2074,1.604,14.09
Lagos,Africa,ssp370,2074,3.0,30.469
Delhi,South Asia,ssp370,2074,2.959,31.361
Tokyo,East Asia,ssp370,2074,3.64,21.2
Sydney,Oceania,ssp370,2074,3.483,20.706
Longyearbyen,Arctic,ssp370,2074,4.97,-5.435
Manaus,South America,ssp370,2074,3.984,31.41
San Diego,North America,ssp370,2075,1.124,19.052
New York,North America,ssp370,2075,4.564,16.602
London,Europe,ssp370,2075,2.385,14.871
Lagos,Africa,ssp370,2075,3.174,30.643
Delhi,South Asia,ssp370,2075,2.891,31.293
Tokyo,East Asia,ssp370,2075,3.509,21.069
Sydney,Oceania,ssp370,2075,2.863,20.086
Longyearbyen,Arctic,ssp370,2075,4.632,-5.773
Manaus,South America,ssp370,2075,3.468,30.894
San Diego,North America,ssp370,2076,2.165,20.094
New York,North America,ssp370,2076,5.429,17.466
London,Europe,ssp370,2076,1.189,13.676
Lagos,Africa,ssp370,2076,2.016,29.485
Delhi,South Asia,ssp370,2076,1.497,29.9
Tokyo,East Asia,ssp370,2076,2.465,20.025
Sydney,Oceania,ssp370,2076,3.065,20.289
Longyearbyen,Arctic,ssp370,2076,5.587,-4.818
Manaus,South America,ssp370,2076,1.965,29.391
San Diego,North America,ssp370,2077,1.593,19.521
New York,North America,ssp370,2077,4.237,16.274
London,Europe,ssp370,2077,1.147,13.634
Lagos,Africa,ssp370,2077,2.516,29.986
Delhi,South Asia,ssp370,2077,2.814,31.217
Tokyo,East Asia,ssp370,2077,3.325,20.885
Sydney,Oceania,ssp370,2077,3.241,20.464
Longyearbyen,Arctic,ssp370,2077,1.827,-8.578
Manaus,South America,ssp370,2077,2.806,30.232
San Diego,North America,ssp370,2078,1.248,19.176
New York,North America,ssp370,2078,3.132,15.169
London,Europe,ssp370,2078,1.019,13.506
Lagos,Africa,ssp370,2078,3.553,31.023
Delhi,South Asia,ssp370,2078,2.827,31.23
Tokyo,East Asia,ssp370,2078,3.598,21.158
Sydney,Oceania,ssp370,2078,4.11,21.333
Longyearbyen,Arctic,ssp370,2078,2.853,-7.552
Manaus,South America,ssp370,2078,4.047,31.473
San Diego,North America,ssp370,2079,1.541,19.469
New York,North America,ssp370,2079,3.972,16.009
London,Europe,ssp370,2079,0.503,12.989
Lagos,Africa,ssp370,2079,2.933,30.402
Delhi,South Asia,ssp370,2079,3.229,31.632
Tokyo,East Asia,ssp370,2079,1.837,19.397
Sydney,Oceania,ssp370,2079,3.39,20.613
Longyearbyen,Arctic,ssp370,2079,2.907,-7.498
Manaus,South America,ssp370,2079,3.003,30.429
San Diego,North America,ssp370,2080,1.162,19.09
New York,North America,ssp370,2080,5.205,17.243
London,Europe,ssp370,2080,2.274,14.761
Lagos,Africa,ssp370,2080,3.185,30.654
Delhi,South Asia,ssp370,2080,2.56,30.963
Tokyo,East Asia,ssp370,2080,2.28,19.841
Sydney,Oceania,ssp370,2080,3.287,20.51
Longyearbyen,Arctic,ssp370,2080,5.334,-5.071
Manaus,South America,ssp370,2080,4.157,31.583
San Diego,North America,ssp370,2081,1.156,19.084
New York,North America,ssp370,2081,4.38,16.418
London,Europe,ssp370,2081,1.095,13.582
Lagos,Africa,ssp370,2081,2.981,30.45
Delhi,South Asia,ssp370,2081,3.398,31.8
Tokyo,East Asia,ssp370,2081,3.284,20.844
Sydney,Oceania,ssp370,2081,3.649,20.873
Longyearbyen,Arctic,ssp370,2081,6.603,-3.803
Manaus,South America,ssp370,2081,3.55,30.976
San Diego,North America,ssp370,2082,2.158,20.087
New York,North America,ssp370,2082,4.252,16.289
London,Europe,ssp370,2082,1.439,13.925
Lagos,Africa,ssp370,2082,2.884,30.353
Delhi,South Asia,ssp370,2082,3.462,31.865
Tokyo,East Asia,ssp370,2082,3.487,21.048
Sydney,Oceania,ssp370,2082,3.844,21.068
Longyearbyen,Arctic,ssp370,2082,4.23,-6.175
Manaus,South America,ssp370,2082,3.101,30.527
San Diego,North America,ssp370,2083,1.871,19.799
New York,North America,ssp370,2083,4.91,16.947
London,Europe,ssp370,2083,1.318,13.805
Lagos,Africa,ssp370,2083,3.111,30.58
Delhi,South Asia,ssp370,2083,2.567,30.969
Tokyo,East Asia,ssp370,2083,3.459,21.02
Sydney,Oceania,ssp370,2083,4.309,21.533
Longyearbyen,Arctic,ssp370,2083,5.272,-5.133
Manaus,South America,ssp370,2083,4.026,31.452
San Diego,North America,ssp370,2084,2.017,19.945
New York,North America,ssp370,2084,5.366,17.404
London,Europe,ssp370,2084,0.962,13.449
Lagos,Africa,ssp370,2084,3.254,30.724
Delhi,South Asia,ssp370,2084,2.709,31.112
Tokyo,East Asia,ssp370,2084,3.064,20.624
Sydney,Oceania,ssp370,2084,3.834,21.058
Longyearbyen,Arctic,ssp370,2084,5.805,-4.6
Manaus,South America,ssp370,2084,4.018,31.444
San Diego,North America,ssp370,2085,2.311,20.239
New York,North America,ssp370,2085,5.08,17.118
London,Europe,ssp370,2085,2.507,14.994
Lagos,Africa,ssp370,2085,3.532,31.002
Delhi,South Asia,ssp370,2085,3.614,32.017
Tokyo,East Asia,ssp370,2085,4.097,21.658
Sydney,Oceania,ssp370,2085,3.861,21.084
Longyearbyen,Arctic,ssp370,2085,3.217,-7.188
Manaus,South America,ssp370,2085,4.39,31.816
San Diego,North America,ssp370,2086,3.295,21.223
New York,North America,ssp370,2086,4.618,16.656
London,Europe,ssp370,2086,1.117,13.604
Lagos,Africa,ssp370,2086,3.283,30.752
Delhi,South Asia,ssp370,2086,4.308,32.711
Tokyo,East Asia,ssp370,2086,3.551,21.111
Sydney,Oceania,ssp370,2086,3.942,21.166
Longyearbyen,Arctic,ssp370,2086,4.819,-5.586
Manaus,South America,ssp370,2086,4.224,31.65
San Diego,North America,ssp370,2087,2.554,20.483
New York,North America,ssp370,2087,5.923,17.96
London,Europe,ssp370,2087,1.425,13.912
Lagos,Africa,ssp370,2087,3.711,31.181
Delhi,South Asia,ssp370,2087,3.522,31.925
Tokyo,East Asia,ssp370,2087,3.436,20.996
Sydney,Oceania,ssp370,2087,4.061,21.285
Longyearbyen,Arctic,ssp370,2087,5.567,-4.839
Manaus,South America,ssp370,2087,4.413,31.839
San Diego,North America,ssp370,2088,2.17,20.099
New York,North America,ssp370,2088,6.145,18.183
London,Europe,ssp370,2088,1.93,14.416
Lagos,Africa,ssp370,2088,3.539,31.008
Delhi,South Asia,ssp370,2088,3.162,31.564
Tokyo,East Asia,ssp370,2088,3.57,21.131
Sydney,Oceania,ssp370,2088,4.405,21.629
Longyearbyen,Arctic,ssp370,2088,5.43,-4.975
Manaus,South America,ssp370,2088,3.58,31.006
San Diego,North America,ssp370,2089,2.369,20.298
New York,North America,ssp370,2089,4.566,16.604
London,Europe,ssp370,2089,1.639,14.125
Lagos,Africa,ssp370,2089,3.558,31.027
Delhi,South Asia,ssp370,2089,3.866,32.268
Tokyo,East Asia,ssp370,2089,3.601,21.161
Sydney,Oceania,ssp370,2089,3.46,20.684
Longyearbyen,Arctic,ssp370,2089,6.426,-3.979
Manaus,South America,ssp370,2089,4.157,31.583
San Diego,North America,ssp370,2090,2.141,20.07
New York,North America,ssp370,2090,5.04,17.077
